idx	op_type	name	inputs	outputs
117	Add	/text_encoder/convnext/convnext.5/act/Add	['/text_encoder/convnext/convnext.5/act/Erf_output_0', '/text_encoder/convnext/convnext.0/act/Constant_1_output_0']	['/text_encoder/convnext/convnext.5/act/Add_output_0']
118	Mul	/text_encoder/convnext/convnext.5/act/Mul	['/text_encoder/convnext/convnext.5/pwconv1/Conv_output_0', '/text_encoder/convnext/convnext.5/act/Add_output_0']	['/text_encoder/convnext/convnext.5/act/Mul_output_0']
119	Mul	/text_encoder/convnext/convnext.5/act/Mul_1	['/text_encoder/convnext/convnext.5/act/Mul_output_0', '/text_encoder/convnext/convnext.0/act/Constant_2_output_0']	['/text_encoder/convnext/convnext.5/act/Mul_1_output_0']
120	Conv	/text_encoder/convnext/convnext.5/pwconv2/Conv	['/text_encoder/convnext/convnext.5/act/Mul_1_output_0', 'tts.ttl.text_encoder.convnext.convnext.5.pwconv2.weight', 'tts.ttl.text_encoder.convnext.convnext.5.pwconv2.bias']	['/text_encoder/convnext/convnext.5/pwconv2/Conv_output_0']
121	Mul	/text_encoder/convnext/convnext.5/Mul_2	['tts.ttl.text_encoder.convnext.convnext.5.gamma', '/text_encoder/convnext/convnext.5/pwconv2/Conv_output_0']	['/text_encoder/convnext/convnext.5/Mul_2_output_0']
122	Add	/text_encoder/convnext/convnext.5/Add	['/text_encoder/convnext/convnext.5/Mul_output_0', '/text_encoder/convnext/convnext.5/Mul_2_output_0']	['/text_encoder/convnext/convnext.5/Add_output_0']
123	Mul	/text_encoder/convnext/convnext.5/Mul_3	['/text_encoder/convnext/convnext.5/Add_output_0', 'text_mask']	['/text_encoder/convnext/convnext.5/Mul_3_output_0']
124	Mul	/text_encoder/attn_encoder/Mul_1	['/text_encoder/convnext/convnext.5/Mul_3_output_0', 'text_mask']	['/text_encoder/attn_encoder/Mul_1_output_0']
125	Conv	/text_encoder/attn_encoder/attn_layers.0/conv_q/Conv	['/text_encoder/attn_encoder/Mul_1_output_0', 'tts.ttl.text_encoder.attn_encoder.attn_layers.0.conv_q.weight', 'tts.ttl.text_encoder.attn_encoder.attn_layers.0.conv_q.bias']	['/text_encoder/attn_encoder/attn_layers.0/conv_q/Conv_output_0']
126	Conv	/text_encoder/attn_encoder/attn_layers.0/conv_k/Conv	['/text_encoder/attn_encoder/Mul_1_output_0', 'tts.ttl.text_encoder.attn_encoder.attn_layers.0.conv_k.weight', 'tts.ttl.text_encoder.attn_encoder.attn_layers.0.conv_k.bias']	['/text_encoder/attn_encoder/attn_layers.0/conv_k/Conv_output_0']
127	Conv	/text_encoder/attn_encoder/attn_layers.0/conv_v/Conv	['/text_encoder/attn_encoder/Mul_1_output_0', 'tts.ttl.text_encoder.attn_encoder.attn_layers.0.conv_v.weight', 'tts.ttl.text_encoder.attn_encoder.attn_layers.0.conv_v.bias']	['/text_encoder/attn_encoder/attn_layers.0/conv_v/Conv_output_0']
128	Shape	/text_encoder/attn_encoder/attn_layers.0/Shape	['/text_encoder/attn_encoder/attn_layers.0/conv_k/Conv_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Shape_output_0']
129	Shape	/text_encoder/attn_encoder/attn_layers.0/Shape_3	['/text_encoder/attn_encoder/attn_layers.0/conv_q/Conv_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Shape_3_output_0']
130	Gather	/text_encoder/attn_encoder/attn_layers.0/Gather	['/text_encoder/attn_encoder/attn_layers.0/Shape_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Gather_output_0']
131	Gather	/text_encoder/attn_encoder/attn_layers.0/Gather_2	['/text_encoder/attn_encoder/attn_layers.0/Shape_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_2_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Gather_2_output_0']
132	Gather	/text_encoder/attn_encoder/attn_layers.0/Gather_3	['/text_encoder/attn_encoder/attn_layers.0/Shape_3_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_2_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Gather_3_output_0']
133	Unsqueeze	/text_encoder/attn_encoder/attn_layers.0/Unsqueeze	['/text_encoder/attn_encoder/attn_layers.0/Gather_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_output_0']
134	Unsqueeze	/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_1	['/text_encoder/attn_encoder/attn_layers.0/Gather_3_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_1_output_0']
135	Unsqueeze	/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_3	['/text_encoder/attn_encoder/attn_layers.0/Gather_2_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_3_output_0']
136	Sub	/text_encoder/attn_encoder/attn_layers.0/Sub	['/text_encoder/attn_encoder/attn_layers.0/Gather_2_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_11_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Sub_output_0']
137	Sub	/text_encoder/attn_encoder/attn_layers.0/Sub_1	['/text_encoder/attn_encoder/attn_layers.0/Constant_11_output_0', '/text_encoder/attn_encoder/attn_layers.0/Gather_2_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Sub_1_output_0']
138	Mul	/text_encoder/attn_encoder/attn_layers.0/Mul	['/text_encoder/attn_encoder/attn_layers.0/Gather_2_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_2_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Mul_output_0']
139	Concat	/text_encoder/attn_encoder/attn_layers.0/Concat	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_4_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_5_output_0', '/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_1_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Concat_output_0']
140	Concat	/text_encoder/attn_encoder/attn_layers.0/Concat_1	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_4_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_5_output_0', '/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_3_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Concat_1_output_0']
141	Clip	/text_encoder/attn_encoder/attn_layers.0/Clip	['/text_encoder/attn_encoder/attn_layers.0/Sub_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_output_0', '']	['/text_encoder/attn_encoder/attn_layers.0/Clip_output_0']
142	Clip	/text_encoder/attn_encoder/attn_layers.0/Clip_1	['/text_encoder/attn_encoder/attn_layers.0/Sub_1_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_output_0', '']	['/text_encoder/attn_encoder/attn_layers.0/Clip_1_output_0']
143	Concat	/text_encoder/attn_encoder/attn_layers.0/Concat_23	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_output_0', '/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_43_output_0', '/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_1_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Concat_23_output_0']
144	Reshape	/text_encoder/attn_encoder/attn_layers.0/Reshape	['/text_encoder/attn_encoder/attn_layers.0/conv_q/Conv_output_0', '/text_encoder/attn_encoder/attn_layers.0/Concat_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Reshape_output_0']
145	Reshape	/text_encoder/attn_encoder/attn_layers.0/Reshape_1	['/text_encoder/attn_encoder/attn_layers.0/conv_k/Conv_output_0', '/text_encoder/attn_encoder/attn_layers.0/Concat_1_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Reshape_1_output_0']
146	Reshape	/text_encoder/attn_encoder/attn_layers.0/Reshape_2	['/text_encoder/attn_encoder/attn_layers.0/conv_v/Conv_output_0', '/text_encoder/attn_encoder/attn_layers.0/Concat_1_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Reshape_2_output_0']
147	Add	/text_encoder/attn_encoder/attn_layers.0/Add	['/text_encoder/attn_encoder/attn_layers.0/Clip_1_output_0', '/text_encoder/attn_encoder/attn_layers.0/Mul_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Add_output_0']
148	Unsqueeze	/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_8	['/text_encoder/attn_encoder/attn_layers.0/Clip_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_8_output_0']
149	Unsqueeze	/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_14	['/text_encoder/attn_encoder/attn_layers.0/Clip_1_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_14_output_0']
150	Transpose	/text_encoder/attn_encoder/attn_layers.0/Transpose	['/text_encoder/attn_encoder/attn_layers.0/Reshape_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Transpose_output_0']
151	Transpose	/text_encoder/attn_encoder/attn_layers.0/Transpose_1	['/text_encoder/attn_encoder/attn_layers.0/Reshape_2_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Transpose_1_output_0']
152	Sub	/text_encoder/attn_encoder/attn_layers.0/Sub_2	['/text_encoder/attn_encoder/attn_layers.0/Add_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_16_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Sub_2_output_0']
153	Concat	/text_encoder/attn_encoder/attn_layers.0/Concat_7	['/speech_prompted_text_encoder/attention1/Constant_10_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0', '/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_8_output_0', '/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_8_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Concat_7_output_0']
154	Div	/text_encoder/attn_encoder/attn_layers.0/Div	['/text_encoder/attn_encoder/attn_layers.0/Transpose_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Div_output_0']
155	Unsqueeze	/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_15	['/text_encoder/attn_encoder/attn_layers.0/Sub_2_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_15_output_0']
156	Reshape	/text_encoder/attn_encoder/attn_layers.0/Reshape_3	['/text_encoder/attn_encoder/attn_layers.0/Concat_7_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_35_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Reshape_3_output_0']
157	MatMul	/text_encoder/attn_encoder/attn_layers.0/MatMul	['/text_encoder/attn_encoder/attn_layers.0/Div_output_0', '/text_encoder/attn_encoder/attn_layers.0/Reshape_1_output_0']	['/text_encoder/attn_encoder/attn_layers.0/MatMul_output_0']
158	Slice	/text_encoder/attn_encoder/attn_layers.0/Slice	['/text_encoder/attn_encoder/attn_layers.0/Reshape_3_output_0', '/text_encoder/attn_encoder/Constant_1_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_38_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0', '/text_encoder/attn_encoder/Constant_1_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Slice_output_0']
159	Transpose	/text_encoder/attn_encoder/attn_layers.0/Transpose_2	['/text_encoder/attn_encoder/attn_layers.0/Slice_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Transpose_2_output_0']
160	Reshape	/text_encoder/attn_encoder/attn_layers.0/Reshape_4	['/text_encoder/attn_encoder/attn_layers.0/Transpose_2_output_0', '/text_encoder/attn_encoder/Constant_1_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Cast_1_output_0']
161	Pad	/text_encoder/attn_encoder/attn_layers.0/Pad	['tts.ttl.text_encoder.attn_encoder.attn_layers.0.emb_rel_k', '/text_encoder/attn_encoder/attn_layers.0/Cast_1_output_0', '']	['/text_encoder/attn_encoder/attn_layers.0/Pad_output_0']
162	Pad	/text_encoder/attn_encoder/attn_layers.0/Pad_5	['tts.ttl.text_encoder.attn_encoder.attn_layers.0.emb_rel_v', '/text_encoder/attn_encoder/attn_layers.0/Cast_1_output_0', '']	['/text_encoder/attn_encoder/attn_layers.0/Pad_5_output_0']
163	Slice	/text_encoder/attn_encoder/attn_layers.0/Slice_1	['/text_encoder/attn_encoder/attn_layers.0/Pad_output_0', '/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_14_output_0', '/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_15_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_41_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_41_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Slice_1_output_0']
164	Slice	/text_encoder/attn_encoder/attn_layers.0/Slice_10	['/text_encoder/attn_encoder/attn_layers.0/Pad_5_output_0', '/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_14_output_0', '/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_15_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_41_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_41_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Slice_10_output_0']
165	Unsqueeze	/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_16	['/text_encoder/attn_encoder/attn_layers.0/Slice_1_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_16_output_0']
166	Unsqueeze	/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_41	['/text_encoder/attn_encoder/attn_layers.0/Slice_10_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_41_output_0']
167	Transpose	/text_encoder/attn_encoder/attn_layers.0/Transpose_3	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_16_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Transpose_3_output_0']
168	MatMul	/text_encoder/attn_encoder/attn_layers.0/MatMul_1	['/text_encoder/attn_encoder/attn_layers.0/Div_output_0', '/text_encoder/attn_encoder/attn_layers.0/Transpose_3_output_0']	['/text_encoder/attn_encoder/attn_layers.0/MatMul_1_output_0']
169	Shape	/text_encoder/attn_encoder/attn_layers.0/Shape_5	['/text_encoder/attn_encoder/attn_layers.0/MatMul_1_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Shape_5_output_0']
170	Pad	/text_encoder/attn_encoder/attn_layers.0/Pad_1	['/text_encoder/attn_encoder/attn_layers.0/MatMul_1_output_0', '/text_encoder/attn_encoder/attn_layers.0/Cast_2_output_0', '']	['/text_encoder/attn_encoder/attn_layers.0/Pad_1_output_0']
171	Gather	/text_encoder/attn_encoder/attn_layers.0/Gather_5	['/text_encoder/attn_encoder/attn_layers.0/Shape_5_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Gather_5_output_0']
172	Gather	/text_encoder/attn_encoder/attn_layers.0/Gather_6	['/text_encoder/attn_encoder/attn_layers.0/Shape_5_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_16_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Gather_6_output_0']
173	Gather	/text_encoder/attn_encoder/attn_layers.0/Gather_7	['/text_encoder/attn_encoder/attn_layers.0/Shape_5_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_2_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Gather_7_output_0']
174	Mul	/text_encoder/attn_encoder/attn_layers.0/Mul_1	['/text_encoder/attn_encoder/attn_layers.0/Gather_7_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_2_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Mul_1_output_0']
175	Unsqueeze	/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_17	['/text_encoder/attn_encoder/attn_layers.0/Gather_5_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_17_output_0']
176	Unsqueeze	/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_18	['/text_encoder/attn_encoder/attn_layers.0/Gather_6_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_18_output_0']
177	Sub	/text_encoder/attn_encoder/attn_layers.0/Sub_4	['/text_encoder/attn_encoder/attn_layers.0/Gather_7_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_16_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Sub_4_output_0']
178	Add	/text_encoder/attn_encoder/attn_layers.0/Add_1	['/text_encoder/attn_encoder/attn_layers.0/Gather_7_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_16_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Add_1_output_0']
179	Unsqueeze	/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_26	['/text_encoder/attn_encoder/attn_layers.0/Gather_7_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_26_output_0']
180	Mul	/text_encoder/attn_encoder/attn_layers.0/Mul_2	['/text_encoder/attn_encoder/attn_layers.0/Mul_1_output_0', '/text_encoder/attn_encoder/attn_layers.0/Gather_7_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Mul_2_output_0']
181	Unsqueeze	/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_21	['/text_encoder/attn_encoder/attn_layers.0/Sub_4_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_21_output_0']
182	Sub	/text_encoder/attn_encoder/attn_layers.0/Sub_6	['/text_encoder/attn_encoder/attn_layers.0/Mul_1_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_16_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Sub_6_output_0']
183	Unsqueeze	/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_24	['/text_encoder/attn_encoder/attn_layers.0/Add_1_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_24_output_0']
184	Unsqueeze	/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_19	['/text_encoder/attn_encoder/attn_layers.0/Mul_2_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_19_output_0']
185	Unsqueeze	/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_25	['/text_encoder/attn_encoder/attn_layers.0/Sub_6_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_25_output_0']
186	Concat	/text_encoder/attn_encoder/attn_layers.0/Concat_12	['/speech_prompted_text_encoder/attention1/Constant_10_output_0', '/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_21_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Concat_12_output_0']
187	Concat	/text_encoder/attn_encoder/attn_layers.0/Concat_9	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_17_output_0', '/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_18_output_0', '/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_19_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Concat_9_output_0']
188	Concat	/text_encoder/attn_encoder/attn_layers.0/Concat_13	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_17_output_0', '/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_18_output_0', '/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_24_output_0', '/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_25_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Concat_13_output_0']
189	Reshape	/text_encoder/attn_encoder/attn_layers.0/Reshape_8	['/text_encoder/attn_encoder/attn_layers.0/Concat_12_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_35_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Reshape_8_output_0']
190	Reshape	/text_encoder/attn_encoder/attn_layers.0/Reshape_7	['/text_encoder/attn_encoder/attn_layers.0/Pad_1_output_0', '/text_encoder/attn_encoder/attn_layers.0/Concat_9_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Reshape_7_output_0']
191	Slice	/text_encoder/attn_encoder/attn_layers.0/Slice_3	['/text_encoder/attn_encoder/attn_layers.0/Reshape_8_output_0', '/text_encoder/attn_encoder/Constant_1_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_38_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0', '/text_encoder/attn_encoder/Constant_1_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Slice_3_output_0']
192	Transpose	/text_encoder/attn_encoder/attn_layers.0/Transpose_5	['/text_encoder/attn_encoder/attn_layers.0/Slice_3_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Transpose_5_output_0']
193	Reshape	/text_encoder/attn_encoder/attn_layers.0/Reshape_9	['/text_encoder/attn_encoder/attn_layers.0/Transpose_5_output_0', '/text_encoder/attn_encoder/Constant_1_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Cast_4_output_0']
194	Pad	/text_encoder/attn_encoder/attn_layers.0/Pad_2	['/text_encoder/attn_encoder/attn_layers.0/Reshape_7_output_0', '/text_encoder/attn_encoder/attn_layers.0/Cast_4_output_0', '']	['/text_encoder/attn_encoder/attn_layers.0/Pad_2_output_0']
195	Reshape	/text_encoder/attn_encoder/attn_layers.0/Reshape_10	['/text_encoder/attn_encoder/attn_layers.0/Pad_2_output_0', '/text_encoder/attn_encoder/attn_layers.0/Concat_13_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Reshape_10_output_0']
196	Slice	/text_encoder/attn_encoder/attn_layers.0/Slice_4	['/text_encoder/attn_encoder/attn_layers.0/Reshape_10_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0', '/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_26_output_0', '/text_encoder/attn_encoder/Constant_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_41_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Slice_4_output_0']
197	Slice	/text_encoder/attn_encoder/attn_layers.0/Slice_5	['/text_encoder/attn_encoder/attn_layers.0/Slice_4_output_0', '/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_21_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_85_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_83_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_41_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Slice_5_output_0']
198	Add	/text_encoder/attn_encoder/attn_layers.0/Add_2	['/text_encoder/attn_encoder/attn_layers.0/MatMul_output_0', '/text_encoder/attn_encoder/attn_layers.0/Slice_5_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Add_2_output_0']
199	Where	/text_encoder/attn_encoder/attn_layers.0/Where	['/text_encoder/attn_encoder/attn_layers.3/Cast_5_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_88_output_0', '/text_encoder/attn_encoder/attn_layers.0/Add_2_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Where_output_0']
200	Softmax	/text_encoder/attn_encoder/attn_layers.0/Softmax	['/text_encoder/attn_encoder/attn_layers.0/Where_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Softmax_output_0']
201	MatMul	/text_encoder/attn_encoder/attn_layers.0/MatMul_2	['/text_encoder/attn_encoder/attn_layers.0/Softmax_output_0', '/text_encoder/attn_encoder/attn_layers.0/Transpose_1_output_0']	['/text_encoder/attn_encoder/attn_layers.0/MatMul_2_output_0']
202	Shape	/text_encoder/attn_encoder/attn_layers.0/Shape_9	['/text_encoder/attn_encoder/attn_layers.0/Softmax_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Shape_9_output_0']
203	Gather	/text_encoder/attn_encoder/attn_layers.0/Gather_9	['/text_encoder/attn_encoder/attn_layers.0/Shape_9_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Gather_9_output_0']
204	Gather	/text_encoder/attn_encoder/attn_layers.0/Gather_10	['/text_encoder/attn_encoder/attn_layers.0/Shape_9_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_16_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Gather_10_output_0']
205	Gather	/text_encoder/attn_encoder/attn_layers.0/Gather_11	['/text_encoder/attn_encoder/attn_layers.0/Shape_9_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_2_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Gather_11_output_0']
206	Sub	/text_encoder/attn_encoder/attn_layers.0/Sub_7	['/text_encoder/attn_encoder/attn_layers.0/Gather_11_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_16_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Sub_7_output_0']
207	Pow	/text_encoder/attn_encoder/attn_layers.0/Pow	['/text_encoder/attn_encoder/attn_layers.0/Gather_11_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_2_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Pow_output_0']
208	Unsqueeze	/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_30	['/text_encoder/attn_encoder/attn_layers.0/Gather_9_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_30_output_0']
209	Unsqueeze	/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_31	['/text_encoder/attn_encoder/attn_layers.0/Gather_10_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_31_output_0']
210	Unsqueeze	/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_34	['/text_encoder/attn_encoder/attn_layers.0/Gather_11_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_34_output_0']
211	Mul	/text_encoder/attn_encoder/attn_layers.0/Mul_4	['/text_encoder/attn_encoder/attn_layers.0/Gather_11_output_0', '/text_encoder/attn_encoder/attn_layers.0/Constant_2_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Mul_4_output_0']
212	Unsqueeze	/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_29	['/text_encoder/attn_encoder/attn_layers.0/Sub_7_output_0', '/speech_prompted_text_encoder/attention1/Constant_10_output_0']	['/text_encoder/attn_encoder/attn_layers.0/Unsqueeze_29_output_0']
