idx	op_type	name	inputs	outputs
245	Pad	/vector_field/main_blocks.0/convnext.1/dwconv/Pad	['/vector_field/main_blocks.0/convnext.1/Mul_output_0', '/vector_field/main_blocks.0/convnext.1/dwconv/Cast_output_0']	['/vector_field/main_blocks.0/convnext.1/dwconv/Pad_output_0']
246	Conv	/vector_field/main_blocks.0/convnext.1/dwconv/Conv	['/vector_field/main_blocks.0/convnext.1/dwconv/Pad_output_0', 'tts.ttl.vector_field.main_blocks.0.convnext.1.dwconv.weight', 'tts.ttl.vector_field.main_blocks.0.convnext.1.dwconv.bias']	['/vector_field/main_blocks.0/convnext.1/dwconv/Conv_output_0']
247	Mul	/vector_field/main_blocks.0/convnext.1/Mul_1	['/vector_field/main_blocks.0/convnext.1/dwconv/Conv_output_0', 'latent_mask']	['/vector_field/main_blocks.0/convnext.1/Mul_1_output_0']
248	Transpose	/vector_field/main_blocks.0/convnext.1/norm/Transpose	['/vector_field/main_blocks.0/convnext.1/Mul_1_output_0']	['/vector_field/main_blocks.0/convnext.1/norm/Transpose_output_0']
249	LayerNormalization	/vector_field/main_blocks.0/convnext.1/norm/norm/LayerNormalization	['/vector_field/main_blocks.0/convnext.1/norm/Transpose_output_0', 'tts.ttl.vector_field.main_blocks.0.convnext.1.norm.norm.weight', 'tts.ttl.vector_field.main_blocks.0.convnext.1.norm.norm.bias']	['/vector_field/main_blocks.0/convnext.1/norm/norm/LayerNormalization_output_0']
250	Transpose	/vector_field/main_blocks.0/convnext.1/norm/Transpose_1	['/vector_field/main_blocks.0/convnext.1/norm/norm/LayerNormalization_output_0']	['/vector_field/main_blocks.0/convnext.1/norm/Transpose_1_output_0']
251	Conv	/vector_field/main_blocks.0/convnext.1/pwconv1/Conv	['/vector_field/main_blocks.0/convnext.1/norm/Transpose_1_output_0', 'tts.ttl.vector_field.main_blocks.0.convnext.1.pwconv1.weight', 'tts.ttl.vector_field.main_blocks.0.convnext.1.pwconv1.bias']	['/vector_field/main_blocks.0/convnext.1/pwconv1/Conv_output_0']
252	Div	/vector_field/main_blocks.0/convnext.1/act/Div	['/vector_field/main_blocks.0/convnext.1/pwconv1/Conv_output_0', '/vector_field/main_blocks.0/convnext.0/act/Constant_output_0']	['/vector_field/main_blocks.0/convnext.1/act/Div_output_0']
253	Erf	/vector_field/main_blocks.0/convnext.1/act/Erf	['/vector_field/main_blocks.0/convnext.1/act/Div_output_0']	['/vector_field/main_blocks.0/convnext.1/act/Erf_output_0']
254	Add	/vector_field/main_blocks.0/convnext.1/act/Add	['/vector_field/main_blocks.0/convnext.1/act/Erf_output_0', '/vector_field/main_blocks.0/convnext.0/act/Constant_1_output_0']	['/vector_field/main_blocks.0/convnext.1/act/Add_output_0']
255	Mul	/vector_field/main_blocks.0/convnext.1/act/Mul	['/vector_field/main_blocks.0/convnext.1/pwconv1/Conv_output_0', '/vector_field/main_blocks.0/convnext.1/act/Add_output_0']	['/vector_field/main_blocks.0/convnext.1/act/Mul_output_0']
256	Mul	/vector_field/main_blocks.0/convnext.1/act/Mul_1	['/vector_field/main_blocks.0/convnext.1/act/Mul_output_0', '/vector_field/main_blocks.0/convnext.0/act/Constant_2_output_0']	['/vector_field/main_blocks.0/convnext.1/act/Mul_1_output_0']
257	Conv	/vector_field/main_blocks.0/convnext.1/pwconv2/Conv	['/vector_field/main_blocks.0/convnext.1/act/Mul_1_output_0', 'tts.ttl.vector_field.main_blocks.0.convnext.1.pwconv2.weight', 'tts.ttl.vector_field.main_blocks.0.convnext.1.pwconv2.bias']	['/vector_field/main_blocks.0/convnext.1/pwconv2/Conv_output_0']
258	Mul	/vector_field/main_blocks.0/convnext.1/Mul_2	['tts.ttl.vector_field.main_blocks.0.convnext.1.gamma', '/vector_field/main_blocks.0/convnext.1/pwconv2/Conv_output_0']	['/vector_field/main_blocks.0/convnext.1/Mul_2_output_0']
259	Add	/vector_field/main_blocks.0/convnext.1/Add	['/vector_field/main_blocks.0/convnext.1/Mul_output_0', '/vector_field/main_blocks.0/convnext.1/Mul_2_output_0']	['/vector_field/main_blocks.0/convnext.1/Add_output_0']
260	Mul	/vector_field/main_blocks.0/convnext.1/Mul_3	['/vector_field/main_blocks.0/convnext.1/Add_output_0', 'latent_mask']	['/vector_field/main_blocks.0/convnext.1/Mul_3_output_0']
261	Mul	/vector_field/main_blocks.0/convnext.2/Mul	['/vector_field/main_blocks.0/convnext.1/Mul_3_output_0', 'latent_mask']	['/vector_field/main_blocks.0/convnext.2/Mul_output_0']
262	Pad	/vector_field/main_blocks.0/convnext.2/dwconv/Pad	['/vector_field/main_blocks.0/convnext.2/Mul_output_0', '/vector_field/main_blocks.0/convnext.2/dwconv/Cast_output_0']	['/vector_field/main_blocks.0/convnext.2/dwconv/Pad_output_0']
263	Conv	/vector_field/main_blocks.0/convnext.2/dwconv/Conv	['/vector_field/main_blocks.0/convnext.2/dwconv/Pad_output_0', 'tts.ttl.vector_field.main_blocks.0.convnext.2.dwconv.weight', 'tts.ttl.vector_field.main_blocks.0.convnext.2.dwconv.bias']	['/vector_field/main_blocks.0/convnext.2/dwconv/Conv_output_0']
264	Mul	/vector_field/main_blocks.0/convnext.2/Mul_1	['/vector_field/main_blocks.0/convnext.2/dwconv/Conv_output_0', 'latent_mask']	['/vector_field/main_blocks.0/convnext.2/Mul_1_output_0']
265	Transpose	/vector_field/main_blocks.0/convnext.2/norm/Transpose	['/vector_field/main_blocks.0/convnext.2/Mul_1_output_0']	['/vector_field/main_blocks.0/convnext.2/norm/Transpose_output_0']
266	LayerNormalization	/vector_field/main_blocks.0/convnext.2/norm/norm/LayerNormalization	['/vector_field/main_blocks.0/convnext.2/norm/Transpose_output_0', 'tts.ttl.vector_field.main_blocks.0.convnext.2.norm.norm.weight', 'tts.ttl.vector_field.main_blocks.0.convnext.2.norm.norm.bias']	['/vector_field/main_blocks.0/convnext.2/norm/norm/LayerNormalization_output_0']
267	Transpose	/vector_field/main_blocks.0/convnext.2/norm/Transpose_1	['/vector_field/main_blocks.0/convnext.2/norm/norm/LayerNormalization_output_0']	['/vector_field/main_blocks.0/convnext.2/norm/Transpose_1_output_0']
268	Conv	/vector_field/main_blocks.0/convnext.2/pwconv1/Conv	['/vector_field/main_blocks.0/convnext.2/norm/Transpose_1_output_0', 'tts.ttl.vector_field.main_blocks.0.convnext.2.pwconv1.weight', 'tts.ttl.vector_field.main_blocks.0.convnext.2.pwconv1.bias']	['/vector_field/main_blocks.0/convnext.2/pwconv1/Conv_output_0']
269	Div	/vector_field/main_blocks.0/convnext.2/act/Div	['/vector_field/main_blocks.0/convnext.2/pwconv1/Conv_output_0', '/vector_field/main_blocks.0/convnext.0/act/Constant_output_0']	['/vector_field/main_blocks.0/convnext.2/act/Div_output_0']
270	Erf	/vector_field/main_blocks.0/convnext.2/act/Erf	['/vector_field/main_blocks.0/convnext.2/act/Div_output_0']	['/vector_field/main_blocks.0/convnext.2/act/Erf_output_0']
271	Add	/vector_field/main_blocks.0/convnext.2/act/Add	['/vector_field/main_blocks.0/convnext.2/act/Erf_output_0', '/vector_field/main_blocks.0/convnext.0/act/Constant_1_output_0']	['/vector_field/main_blocks.0/convnext.2/act/Add_output_0']
272	Mul	/vector_field/main_blocks.0/convnext.2/act/Mul	['/vector_field/main_blocks.0/convnext.2/pwconv1/Conv_output_0', '/vector_field/main_blocks.0/convnext.2/act/Add_output_0']	['/vector_field/main_blocks.0/convnext.2/act/Mul_output_0']
273	Mul	/vector_field/main_blocks.0/convnext.2/act/Mul_1	['/vector_field/main_blocks.0/convnext.2/act/Mul_output_0', '/vector_field/main_blocks.0/convnext.0/act/Constant_2_output_0']	['/vector_field/main_blocks.0/convnext.2/act/Mul_1_output_0']
274	Conv	/vector_field/main_blocks.0/convnext.2/pwconv2/Conv	['/vector_field/main_blocks.0/convnext.2/act/Mul_1_output_0', 'tts.ttl.vector_field.main_blocks.0.convnext.2.pwconv2.weight', 'tts.ttl.vector_field.main_blocks.0.convnext.2.pwconv2.bias']	['/vector_field/main_blocks.0/convnext.2/pwconv2/Conv_output_0']
275	Mul	/vector_field/main_blocks.0/convnext.2/Mul_2	['tts.ttl.vector_field.main_blocks.0.convnext.2.gamma', '/vector_field/main_blocks.0/convnext.2/pwconv2/Conv_output_0']	['/vector_field/main_blocks.0/convnext.2/Mul_2_output_0']
276	Add	/vector_field/main_blocks.0/convnext.2/Add	['/vector_field/main_blocks.0/convnext.2/Mul_output_0', '/vector_field/main_blocks.0/convnext.2/Mul_2_output_0']	['/vector_field/main_blocks.0/convnext.2/Add_output_0']
277	Mul	/vector_field/main_blocks.0/convnext.2/Mul_3	['/vector_field/main_blocks.0/convnext.2/Add_output_0', 'latent_mask']	['/vector_field/main_blocks.0/convnext.2/Mul_3_output_0']
278	Mul	/vector_field/main_blocks.0/convnext.3/Mul	['/vector_field/main_blocks.0/convnext.2/Mul_3_output_0', 'latent_mask']	['/vector_field/main_blocks.0/convnext.3/Mul_output_0']
279	Pad	/vector_field/main_blocks.0/convnext.3/dwconv/Pad	['/vector_field/main_blocks.0/convnext.3/Mul_output_0', '/vector_field/main_blocks.0/convnext.3/dwconv/Cast_output_0']	['/vector_field/main_blocks.0/convnext.3/dwconv/Pad_output_0']
280	Conv	/vector_field/main_blocks.0/convnext.3/dwconv/Conv	['/vector_field/main_blocks.0/convnext.3/dwconv/Pad_output_0', 'tts.ttl.vector_field.main_blocks.0.convnext.3.dwconv.weight', 'tts.ttl.vector_field.main_blocks.0.convnext.3.dwconv.bias']	['/vector_field/main_blocks.0/convnext.3/dwconv/Conv_output_0']
281	Mul	/vector_field/main_blocks.0/convnext.3/Mul_1	['/vector_field/main_blocks.0/convnext.3/dwconv/Conv_output_0', 'latent_mask']	['/vector_field/main_blocks.0/convnext.3/Mul_1_output_0']
282	Transpose	/vector_field/main_blocks.0/convnext.3/norm/Transpose	['/vector_field/main_blocks.0/convnext.3/Mul_1_output_0']	['/vector_field/main_blocks.0/convnext.3/norm/Transpose_output_0']
283	LayerNormalization	/vector_field/main_blocks.0/convnext.3/norm/norm/LayerNormalization	['/vector_field/main_blocks.0/convnext.3/norm/Transpose_output_0', 'tts.ttl.vector_field.main_blocks.0.convnext.3.norm.norm.weight', 'tts.ttl.vector_field.main_blocks.0.convnext.3.norm.norm.bias']	['/vector_field/main_blocks.0/convnext.3/norm/norm/LayerNormalization_output_0']
284	Transpose	/vector_field/main_blocks.0/convnext.3/norm/Transpose_1	['/vector_field/main_blocks.0/convnext.3/norm/norm/LayerNormalization_output_0']	['/vector_field/main_blocks.0/convnext.3/norm/Transpose_1_output_0']
285	Conv	/vector_field/main_blocks.0/convnext.3/pwconv1/Conv	['/vector_field/main_blocks.0/convnext.3/norm/Transpose_1_output_0', 'tts.ttl.vector_field.main_blocks.0.convnext.3.pwconv1.weight', 'tts.ttl.vector_field.main_blocks.0.convnext.3.pwconv1.bias']	['/vector_field/main_blocks.0/convnext.3/pwconv1/Conv_output_0']
286	Div	/vector_field/main_blocks.0/convnext.3/act/Div	['/vector_field/main_blocks.0/convnext.3/pwconv1/Conv_output_0', '/vector_field/main_blocks.0/convnext.0/act/Constant_output_0']	['/vector_field/main_blocks.0/convnext.3/act/Div_output_0']
287	Erf	/vector_field/main_blocks.0/convnext.3/act/Erf	['/vector_field/main_blocks.0/convnext.3/act/Div_output_0']	['/vector_field/main_blocks.0/convnext.3/act/Erf_output_0']
288	Add	/vector_field/main_blocks.0/convnext.3/act/Add	['/vector_field/main_blocks.0/convnext.3/act/Erf_output_0', '/vector_field/main_blocks.0/convnext.0/act/Constant_1_output_0']	['/vector_field/main_blocks.0/convnext.3/act/Add_output_0']
289	Mul	/vector_field/main_blocks.0/convnext.3/act/Mul	['/vector_field/main_blocks.0/convnext.3/pwconv1/Conv_output_0', '/vector_field/main_blocks.0/convnext.3/act/Add_output_0']	['/vector_field/main_blocks.0/convnext.3/act/Mul_output_0']
290	Mul	/vector_field/main_blocks.0/convnext.3/act/Mul_1	['/vector_field/main_blocks.0/convnext.3/act/Mul_output_0', '/vector_field/main_blocks.0/convnext.0/act/Constant_2_output_0']	['/vector_field/main_blocks.0/convnext.3/act/Mul_1_output_0']
291	Conv	/vector_field/main_blocks.0/convnext.3/pwconv2/Conv	['/vector_field/main_blocks.0/convnext.3/act/Mul_1_output_0', 'tts.ttl.vector_field.main_blocks.0.convnext.3.pwconv2.weight', 'tts.ttl.vector_field.main_blocks.0.convnext.3.pwconv2.bias']	['/vector_field/main_blocks.0/convnext.3/pwconv2/Conv_output_0']
292	Mul	/vector_field/main_blocks.0/convnext.3/Mul_2	['tts.ttl.vector_field.main_blocks.0.convnext.3.gamma', '/vector_field/main_blocks.0/convnext.3/pwconv2/Conv_output_0']	['/vector_field/main_blocks.0/convnext.3/Mul_2_output_0']
293	Add	/vector_field/main_blocks.0/convnext.3/Add	['/vector_field/main_blocks.0/convnext.3/Mul_output_0', '/vector_field/main_blocks.0/convnext.3/Mul_2_output_0']	['/vector_field/main_blocks.0/convnext.3/Add_output_0']
294	Mul	/vector_field/main_blocks.0/convnext.3/Mul_3	['/vector_field/main_blocks.0/convnext.3/Add_output_0', 'latent_mask']	['/vector_field/main_blocks.0/convnext.3/Mul_3_output_0']
295	Add	/vector_field/main_blocks.1/Add	['/vector_field/main_blocks.0/convnext.3/Mul_3_output_0', '/vector_field/main_blocks.1/Transpose_1_output_0']	['/vector_field/main_blocks.1/Add_output_0']
296	Mul	/vector_field/main_blocks.1/Mul	['/vector_field/main_blocks.1/Add_output_0', 'latent_mask']	['/vector_field/main_blocks.1/Mul_output_0']
297	Mul	/vector_field/main_blocks.2/convnext.0/Mul	['/vector_field/main_blocks.1/Mul_output_0', 'latent_mask']	['/vector_field/main_blocks.2/convnext.0/Mul_output_0']
298	Pad	/vector_field/main_blocks.2/convnext.0/dwconv/Pad	['/vector_field/main_blocks.2/convnext.0/Mul_output_0', '/vector_field/main_blocks.0/convnext.0/dwconv/Cast_output_0']	['/vector_field/main_blocks.2/convnext.0/dwconv/Pad_output_0']
299	Conv	/vector_field/main_blocks.2/convnext.0/dwconv/Conv	['/vector_field/main_blocks.2/convnext.0/dwconv/Pad_output_0', 'tts.ttl.vector_field.main_blocks.2.convnext.0.dwconv.weight', 'tts.ttl.vector_field.main_blocks.2.convnext.0.dwconv.bias']	['/vector_field/main_blocks.2/convnext.0/dwconv/Conv_output_0']
300	Mul	/vector_field/main_blocks.2/convnext.0/Mul_1	['/vector_field/main_blocks.2/convnext.0/dwconv/Conv_output_0', 'latent_mask']	['/vector_field/main_blocks.2/convnext.0/Mul_1_output_0']
301	Transpose	/vector_field/main_blocks.2/convnext.0/norm/Transpose	['/vector_field/main_blocks.2/convnext.0/Mul_1_output_0']	['/vector_field/main_blocks.2/convnext.0/norm/Transpose_output_0']
302	LayerNormalization	/vector_field/main_blocks.2/convnext.0/norm/norm/LayerNormalization	['/vector_field/main_blocks.2/convnext.0/norm/Transpose_output_0', 'tts.ttl.vector_field.main_blocks.2.convnext.0.norm.norm.weight', 'tts.ttl.vector_field.main_blocks.2.convnext.0.norm.norm.bias']	['/vector_field/main_blocks.2/convnext.0/norm/norm/LayerNormalization_output_0']
303	Transpose	/vector_field/main_blocks.2/convnext.0/norm/Transpose_1	['/vector_field/main_blocks.2/convnext.0/norm/norm/LayerNormalization_output_0']	['/vector_field/main_blocks.2/convnext.0/norm/Transpose_1_output_0']
304	Conv	/vector_field/main_blocks.2/convnext.0/pwconv1/Conv	['/vector_field/main_blocks.2/convnext.0/norm/Transpose_1_output_0', 'tts.ttl.vector_field.main_blocks.2.convnext.0.pwconv1.weight', 'tts.ttl.vector_field.main_blocks.2.convnext.0.pwconv1.bias']	['/vector_field/main_blocks.2/convnext.0/pwconv1/Conv_output_0']
305	Div	/vector_field/main_blocks.2/convnext.0/act/Div	['/vector_field/main_blocks.2/convnext.0/pwconv1/Conv_output_0', '/vector_field/main_blocks.0/convnext.0/act/Constant_output_0']	['/vector_field/main_blocks.2/convnext.0/act/Div_output_0']
306	Erf	/vector_field/main_blocks.2/convnext.0/act/Erf	['/vector_field/main_blocks.2/convnext.0/act/Div_output_0']	['/vector_field/main_blocks.2/convnext.0/act/Erf_output_0']
307	Add	/vector_field/main_blocks.2/convnext.0/act/Add	['/vector_field/main_blocks.2/convnext.0/act/Erf_output_0', '/vector_field/main_blocks.0/convnext.0/act/Constant_1_output_0']	['/vector_field/main_blocks.2/convnext.0/act/Add_output_0']
308	Mul	/vector_field/main_blocks.2/convnext.0/act/Mul	['/vector_field/main_blocks.2/convnext.0/pwconv1/Conv_output_0', '/vector_field/main_blocks.2/convnext.0/act/Add_output_0']	['/vector_field/main_blocks.2/convnext.0/act/Mul_output_0']
309	Mul	/vector_field/main_blocks.2/convnext.0/act/Mul_1	['/vector_field/main_blocks.2/convnext.0/act/Mul_output_0', '/vector_field/main_blocks.0/convnext.0/act/Constant_2_output_0']	['/vector_field/main_blocks.2/convnext.0/act/Mul_1_output_0']
310	Conv	/vector_field/main_blocks.2/convnext.0/pwconv2/Conv	['/vector_field/main_blocks.2/convnext.0/act/Mul_1_output_0', 'tts.ttl.vector_field.main_blocks.2.convnext.0.pwconv2.weight', 'tts.ttl.vector_field.main_blocks.2.convnext.0.pwconv2.bias']	['/vector_field/main_blocks.2/convnext.0/pwconv2/Conv_output_0']
311	Mul	/vector_field/main_blocks.2/convnext.0/Mul_2	['tts.ttl.vector_field.main_blocks.2.convnext.0.gamma', '/vector_field/main_blocks.2/convnext.0/pwconv2/Conv_output_0']	['/vector_field/main_blocks.2/convnext.0/Mul_2_output_0']
312	Add	/vector_field/main_blocks.2/convnext.0/Add	['/vector_field/main_blocks.2/convnext.0/Mul_output_0', '/vector_field/main_blocks.2/convnext.0/Mul_2_output_0']	['/vector_field/main_blocks.2/convnext.0/Add_output_0']
313	Mul	/vector_field/main_blocks.2/convnext.0/Mul_3	['/vector_field/main_blocks.2/convnext.0/Add_output_0', 'latent_mask']	['/vector_field/main_blocks.2/convnext.0/Mul_3_output_0']
314	Mul	/vector_field/main_blocks.3/Mul	['/vector_field/main_blocks.2/convnext.0/Mul_3_output_0', 'latent_mask']	['/vector_field/main_blocks.3/Mul_output_0']
315	Transpose	/vector_field/main_blocks.3/Transpose	['/vector_field/main_blocks.3/Mul_output_0']	['/vector_field/main_blocks.3/Transpose_output_0']
316	MatMul	/vector_field/main_blocks.3/attn/W_query/linear/MatMul	['/vector_field/main_blocks.3/Transpose_output_0', 'onnx::MatMul_3101']	['/vector_field/main_blocks.3/attn/W_query/linear/MatMul_output_0']
317	Add	/vector_field/main_blocks.3/attn/W_query/linear/Add	['tts.ttl.vector_field.main_blocks.3.attn.W_query.linear.bias', '/vector_field/main_blocks.3/attn/W_query/linear/MatMul_output_0']	['/vector_field/main_blocks.3/attn/W_query/linear/Add_output_0']
318	Split	/vector_field/main_blocks.3/attn/Split	['/vector_field/main_blocks.3/attn/W_query/linear/Add_output_0', '/vector_field/main_blocks.3/attn/Constant_5_output_0']	['/vector_field/main_blocks.3/attn/Split_output_0', '/vector_field/main_blocks.3/attn/Split_output_1', '/vector_field/main_blocks.3/attn/Split_output_2', '/vector_field/main_blocks.3/attn/Split_output_3']
319	Unsqueeze	/vector_field/main_blocks.3/attn/Unsqueeze	['/vector_field/main_blocks.3/attn/Split_output_0', '/vector_field/main_blocks.3/attn/Constant_40_output_0']	['/vector_field/main_blocks.3/attn/Unsqueeze_output_0']
320	Unsqueeze	/vector_field/main_blocks.3/attn/Unsqueeze_1	['/vector_field/main_blocks.3/attn/Split_output_1', '/vector_field/main_blocks.3/attn/Constant_40_output_0']	['/vector_field/main_blocks.3/attn/Unsqueeze_1_output_0']
321	Unsqueeze	/vector_field/main_blocks.3/attn/Unsqueeze_2	['/vector_field/main_blocks.3/attn/Split_output_2', '/vector_field/main_blocks.3/attn/Constant_40_output_0']	['/vector_field/main_blocks.3/attn/Unsqueeze_2_output_0']
322	Unsqueeze	/vector_field/main_blocks.3/attn/Unsqueeze_3	['/vector_field/main_blocks.3/attn/Split_output_3', '/vector_field/main_blocks.3/attn/Constant_40_output_0']	['/vector_field/main_blocks.3/attn/Unsqueeze_3_output_0']
323	Concat	/vector_field/main_blocks.3/attn/Concat	['/vector_field/main_blocks.3/attn/Unsqueeze_output_0', '/vector_field/main_blocks.3/attn/Unsqueeze_1_output_0', '/vector_field/main_blocks.3/attn/Unsqueeze_2_output_0', '/vector_field/main_blocks.3/attn/Unsqueeze_3_output_0']	['/vector_field/main_blocks.3/attn/Concat_output_0']
324	Slice	/vector_field/main_blocks.3/attn/Slice_1	['/vector_field/main_blocks.3/attn/Concat_output_0', '/vector_field/main_blocks.3/attn/Constant_40_output_0', '/vector_field/main_blocks.3/attn/Mul_8_output_0', '/vector_field/time_encoder/sinusoidal/Constant_output_0']	['/vector_field/main_blocks.3/attn/Slice_1_output_0']
325	Slice	/vector_field/main_blocks.3/attn/Slice_2	['/vector_field/main_blocks.3/attn/Concat_output_0', '/vector_field/main_blocks.3/attn/Mul_8_output_0', '/vector_field/main_blocks.3/attn/Mul_9_output_0', '/vector_field/time_encoder/sinusoidal/Constant_output_0']	['/vector_field/main_blocks.3/attn/Slice_2_output_0']
326	Mul	/vector_field/main_blocks.3/attn/Mul_3	['/vector_field/main_blocks.3/attn/Slice_1_output_0', '/vector_field/main_blocks.3/attn/Cos_output_0']	['/vector_field/main_blocks.3/attn/Mul_3_output_0']
327	Mul	/vector_field/main_blocks.3/attn/Mul_4	['/vector_field/main_blocks.3/attn/Slice_2_output_0', '/vector_field/main_blocks.3/attn/Sin_output_0']	['/vector_field/main_blocks.3/attn/Mul_4_output_0']
328	Mul	/vector_field/main_blocks.3/attn/Mul_5	['/vector_field/main_blocks.3/attn/Slice_1_output_0', '/vector_field/main_blocks.3/attn/Sin_output_0']	['/vector_field/main_blocks.3/attn/Mul_5_output_0']
329	Mul	/vector_field/main_blocks.3/attn/Mul_6	['/vector_field/main_blocks.3/attn/Slice_2_output_0', '/vector_field/main_blocks.3/attn/Cos_output_0']	['/vector_field/main_blocks.3/attn/Mul_6_output_0']
330	Sub	/vector_field/main_blocks.3/attn/Sub	['/vector_field/main_blocks.3/attn/Mul_3_output_0', '/vector_field/main_blocks.3/attn/Mul_4_output_0']	['/vector_field/main_blocks.3/attn/Sub_output_0']
331	Add	/vector_field/main_blocks.3/attn/Add_1	['/vector_field/main_blocks.3/attn/Mul_5_output_0', '/vector_field/main_blocks.3/attn/Mul_6_output_0']	['/vector_field/main_blocks.3/attn/Add_1_output_0']
332	Concat	/vector_field/main_blocks.3/attn/Concat_3	['/vector_field/main_blocks.3/attn/Sub_output_0', '/vector_field/main_blocks.3/attn/Add_1_output_0']	['/vector_field/main_blocks.3/attn/Concat_3_output_0']
333	MatMul	/vector_field/main_blocks.3/attn/MatMul	['/vector_field/main_blocks.3/attn/Concat_3_output_0', '/vector_field/main_blocks.3/attn/Transpose_output_0']	['/vector_field/main_blocks.3/attn/MatMul_output_0']
334	Div	/vector_field/main_blocks.3/attn/Div_4	['/vector_field/main_blocks.3/attn/MatMul_output_0', '/vector_field/main_blocks.3/attn/Constant_39_output_0']	['/vector_field/main_blocks.3/attn/Div_4_output_0']
335	Where	/vector_field/main_blocks.3/attn/Where	['/vector_field/main_blocks.21/attn/Cast_2_output_0', '/vector_field/main_blocks.3/attn/Constant_42_output_0', '/vector_field/main_blocks.3/attn/Div_4_output_0']	['/vector_field/main_blocks.3/attn/Where_output_0']
336	Softmax	/vector_field/main_blocks.3/attn/Softmax	['/vector_field/main_blocks.3/attn/Where_output_0']	['/vector_field/main_blocks.3/attn/Softmax_output_0']
337	Where	/vector_field/main_blocks.3/attn/Where_1	['/vector_field/main_blocks.23/attention/Cast_output_0', '/vector_field/main_blocks.3/attn/Constant_44_output_0', '/vector_field/main_blocks.3/attn/Softmax_output_0']	['/vector_field/main_blocks.3/attn/Where_1_output_0']
338	MatMul	/vector_field/main_blocks.3/attn/MatMul_1	['/vector_field/main_blocks.3/attn/Where_1_output_0', '/vector_field/main_blocks.3/attn/Concat_2_output_0']	['/vector_field/main_blocks.3/attn/MatMul_1_output_0']
339	Split	/vector_field/main_blocks.3/attn/Split_3	['/vector_field/main_blocks.3/attn/MatMul_1_output_0', '/vector_field/main_blocks.3/attn/Constant_46_output_0']	['/vector_field/main_blocks.3/attn/Split_3_output_0', '/vector_field/main_blocks.3/attn/Split_3_output_1', '/vector_field/main_blocks.3/attn/Split_3_output_2', '/vector_field/main_blocks.3/attn/Split_3_output_3']
340	Concat	/vector_field/main_blocks.3/attn/Concat_5	['/vector_field/main_blocks.3/attn/Split_3_output_0', '/vector_field/main_blocks.3/attn/Split_3_output_1', '/vector_field/main_blocks.3/attn/Split_3_output_2', '/vector_field/main_blocks.3/attn/Split_3_output_3']	['/vector_field/main_blocks.3/attn/Concat_5_output_0']
341	Squeeze	/vector_field/main_blocks.3/attn/Squeeze	['/vector_field/main_blocks.3/attn/Concat_5_output_0', '/vector_field/main_blocks.3/attn/Constant_40_output_0']	['/vector_field/main_blocks.3/attn/Squeeze_output_0']
342	MatMul	/vector_field/main_blocks.3/attn/out_fc/linear/MatMul	['/vector_field/main_blocks.3/attn/Squeeze_output_0', 'onnx::MatMul_3110']	['/vector_field/main_blocks.3/attn/out_fc/linear/MatMul_output_0']
343	Add	/vector_field/main_blocks.3/attn/out_fc/linear/Add	['tts.ttl.vector_field.main_blocks.3.attn.out_fc.linear.bias', '/vector_field/main_blocks.3/attn/out_fc/linear/MatMul_output_0']	['/vector_field/main_blocks.3/attn/out_fc/linear/Add_output_0']
344	Mul	/vector_field/main_blocks.3/attn/Mul_14	['/vector_field/main_blocks.3/attn/out_fc/linear/Add_output_0', '/vector_field/main_blocks.3/Transpose_2_output_0']	['/vector_field/main_blocks.3/attn/Mul_14_output_0']
345	Transpose	/vector_field/main_blocks.3/Transpose_4	['/vector_field/main_blocks.3/attn/Mul_14_output_0']	['/vector_field/main_blocks.3/Transpose_4_output_0']
346	Add	/vector_field/main_blocks.3/Add	['/vector_field/main_blocks.3/Transpose_4_output_0', '/vector_field/main_blocks.3/Mul_output_0']	['/vector_field/main_blocks.3/Add_output_0']
347	Transpose	/vector_field/main_blocks.3/norm/Transpose	['/vector_field/main_blocks.3/Add_output_0']	['/vector_field/main_blocks.3/norm/Transpose_output_0']
348	LayerNormalization	/vector_field/main_blocks.3/norm/norm/LayerNormalization	['/vector_field/main_blocks.3/norm/Transpose_output_0', 'tts.ttl.vector_field.main_blocks.3.norm.norm.weight', 'tts.ttl.vector_field.main_blocks.3.norm.norm.bias']	['/vector_field/main_blocks.3/norm/norm/LayerNormalization_output_0']
349	Transpose	/vector_field/main_blocks.3/norm/Transpose_1	['/vector_field/main_blocks.3/norm/norm/LayerNormalization_output_0']	['/vector_field/main_blocks.3/norm/Transpose_1_output_0']
350	Mul	/vector_field/main_blocks.3/Mul_1	['/vector_field/main_blocks.3/norm/Transpose_1_output_0', 'latent_mask']	['/vector_field/main_blocks.3/Mul_1_output_0']
351	Mul	/vector_field/main_blocks.4/convnext.0/Mul	['/vector_field/main_blocks.3/Mul_1_output_0', 'latent_mask']	['/vector_field/main_blocks.4/convnext.0/Mul_output_0']
352	Pad	/vector_field/main_blocks.4/convnext.0/dwconv/Pad	['/vector_field/main_blocks.4/convnext.0/Mul_output_0', '/vector_field/main_blocks.0/convnext.0/dwconv/Cast_output_0']	['/vector_field/main_blocks.4/convnext.0/dwconv/Pad_output_0']
